id,durationinseconds,recordeddate,responseid,consent,religion,religion_do,imm_1,imm_2,leaver,outcome_control,outcome_treat,fl_5_do,basics_do,treatment,missing,outcome,support2,id2,session_id,age,countryofbirth,currentcountryofresidence,currentukareaofresidence,employmentstatus,ethnicitysimplified,genderidentity,highesteducationlevelcompleted,householdsize,nationality,personalincomegbp,politicalaffiliationuk,relationshipmaritalstatus,religiousaffiliation,sex,sexualorientation,ukgeneralelection2019,brexit,gender,queer,trans,ideology,ed,degree,region,voterecall,income,race,civilstat,relig,student,nonwhite,agecat,imm1mean,immbelow,imm3,fourarm,religmed,support
348,72,11/11/2021 11:24,R_3Rm62wZhrtmkjfP,1,0,5|4|3|2|1|0|9999,10,8,1,0,,ControlText,leaver|religion|imm,0,0,0,Supports LGBT+ education,354,618e06cd9825d86d67e7a2fb,62,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Undergraduate degree (BA/BSc/other),2,United Kingdom,Rather not say,Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Rather not say,Rather not say,Woman,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Other,1.6435921,White,Married,Christian,0,0,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
1037,159,11/11/2021 11:25,R_bmb4WI1JC7R5Ni9,1,5,0|1|2|3|4|5|9999,5,0,9999,8,,ControlText,imm|leaver|religion,0,0,8,Opposes LGBT+ education,355,618e0733e40be1bc8ceb3f46,65,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Part-Time,White,Female,Undergraduate degree (BA/BSc/other),1,United Kingdom,"Less than Â£10,000 ",Left,Widowed,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Labour,0,White,Widowed,Christian,0,0,65+,6.081356,1,1,Anti-Immigration+Control,0,0
319,70,11/11/2021 11:25,R_1lhlAfQubDh6pLB,1,1,5|4|3|2|1|0|9999,5,4,9999,,5,Treatment,leaver|religion|imm,1,0,5,Opposes LGBT+ education,356,618e07469a71d4a868ebcde0,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,White,Female,Secondary education (e.g. GED/GCSE),3,United Kingdom,"Â£10,000 - Â£19,999",Centre,Separated,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,I did not vote,Leave,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Prefer not to say,1,White,Divorced,Non-religious,0,0,45-54,6.081356,1,1,Anti-immigration+Treatment,0,0
242,63,11/11/2021 11:25,R_3HuZqhaIcGkRZj7,1,0,5|4|3|2|1|0|9999,6,7,1,8,,ControlText,religion|leaver|imm,0,0,8,Opposes LGBT+ education,357,618e077107f623a472bb6ce1,38,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Less than Â£10,000 ",Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Cons,0,White,Married,Non-religious,0,0,35-44,6.081356,1,1,Anti-Immigration+Control,0,0
1101,187,11/11/2021 11:25,R_1mtrXUp5BiL8RyV,1,2,5|4|3|2|1|0|9999,1,1,1,,8,Treatment,imm|leaver|religion,1,0,8,Opposes LGBT+ education,359,618e07316e2d8161b4943a31,35,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Â£10,000 - Â£19,999",Centre,Engaged,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Liberal Democrats,Remain,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Other,1,White,Engaged,Non-religious,0,0,35-44,6.081356,1,0,Anti-immigration+Treatment,0,0
539,88,11/11/2021 11:26,R_7ZHRz5KnSDNG5Db,1,0,0|1|2|3|4|5|9999,2,7,9999,4,,ControlText,religion|imm|leaver,0,0,4,Supports LGBT+ education,360,618e0819e7f30adea7662f91,66,United Kingdom,United Kingdom,Wales,Part-Time,White,Male,Technical/community college,1,United Kingdom,"Â£20,000 - Â£29,999",Right,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,I did not vote,I was eligible but did not vote,Man,Heterosexual,0,Right,Technical/community college,0,Wales,Prefer not to say,2,White,Single,Non-religious,0,0,65+,6.081356,1,0,Anti-Immigration+Control,0,1
514,86,11/11/2021 11:26,R_3I0PK5jwIhsMDqu,1,0,5|4|3|2|1|0|9999,3,5,0,,0,Treatment,religion|leaver|imm,1,0,0,Supports LGBT+ education,361,618e07c47c30a9854653ddb6,66,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Unemployed (and job seeking),White,Female,Doctorate degree (PhD/other),3,United Kingdom,"Â£10,000 - Â£19,999",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Centre,Doctorate degree (PhD/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,1,White,Married,Christian,0,0,65+,6.081356,1,0,Anti-immigration+Treatment,0,1
578,92,11/11/2021 11:26,R_2VINsj3taLWvx6R,1,0,5|4|3|2|1|0|9999,7,6,0,0,,ControlText,religion|leaver|imm,0,0,0,Supports LGBT+ education,362,618e07f95586a504ed1d9011,61,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Female,High school diploma/A-levels,2,United Kingdom,"Less than Â£10,000 ",N/A,Divorced,Do Not Wish to Answer,Female,heterosexual,I did not vote,Leave,Woman,Heterosexual,0,Prefer not to say,High school diploma/A-levels,0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Prefer not to say,0,White,Divorced,Prefer not to say,0,0,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
907,127,11/11/2021 11:27,R_3KDUg8S5wrDTEqV,1,0,0|1|2|3|4|5|9999,4,6,1,,7,Treatment,leaver|imm|religion,1,0,7,Opposes LGBT+ education,363,618e0832f722f88a5ce5e75f,31,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Mixed,Female,Secondary education (e.g. GED/GCSE),4,United Kingdom,"Â£10,000 - Â£19,999",N/A,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,I did not vote,Leave,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Prefer not to say,1,Mixed,Single,Non-religious,0,1,25-34,6.081356,1,1,Anti-immigration+Treatment,0,0
597,94,11/11/2021 11:27,R_1FFLMeQTX7kmnRd,1,0,5|4|3|2|1|0|9999,7,5,9999,,0,Treatment,leaver|imm|religion,1,0,0,Supports LGBT+ education,364,618e085c45e5f4c36d1f85e6,45,United Kingdom,United Kingdom,Scotland,Full-Time,White,Female,Undergraduate degree (BA/BSc/other),5,United Kingdom,"Â£40,000 - Â£49,999",Left,Married,Other,Female,heterosexual,Labour Party,Leave,Woman,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,Scotland,Labour,4,White,Married,Other,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,1
125,52,11/11/2021 11:27,R_1ojBflTDUTWTHqi,1,0,0|1|2|3|4|5|9999,4,4,0,,3,Treatment,imm|religion|leaver,1,0,3,Supports LGBT+ education,365,618e08231b4f0a55c5dcce20,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,White,Female,Technical/community college,4,United Kingdom,"Â£20,000 - Â£29,999",N/A,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,I did not vote,Leave,Woman,Heterosexual,0,Prefer not to say,Technical/community college,0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Prefer not to say,2,White,Married,Christian,0,0,45-54,6.081356,1,1,Anti-immigration+Treatment,0,1
1069,170,11/11/2021 11:28,R_XWXL3AHSN8lNocx,1,0,0|1|2|3|4|5|9999,1,1,1,10,,ControlText,imm|leaver|religion,0,0,10,Opposes LGBT+ education,366,618e087a6a8e1f5f5a5b63c9,38,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Mixed,Female,Undergraduate degree (BA/BSc/other),3,United Kingdom,"Â£10,000 - Â£19,999",Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Cons,1,Mixed,Married,Non-religious,0,1,35-44,6.081356,1,0,Anti-Immigration+Control,0,0
130,52,11/11/2021 11:28,R_2dzo0pvOzz3fQYG,1,2,0|1|2|3|4|5|9999,7,7,1,3,,ControlText,leaver|religion|imm,0,0,3,Supports LGBT+ education,367,618e089083f9c878de258f43,38,United Kingdom,United Kingdom,"London, England ",Full-Time,White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Â£30,000 - Â£39,999",N/A,Divorced,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Rather not say,Rather not say,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"London, England ",Other,3,White,Divorced,Christian,0,0,35-44,6.081356,0,2,Pro-Immigration+Control,0,1
200,59,11/11/2021 11:29,R_1LMS09Ho7mZwKeO,1,0,0|1|2|3|4|5|9999,4,7,1,,3,Treatment,imm|leaver|religion,1,0,3,Supports LGBT+ education,368,618e07e5705c0dcd8531f0a0,66,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Â£10,000 - Â£19,999",Right,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Cons,1,White,Married,Non-religious,0,0,65+,6.081356,1,1,Anti-immigration+Treatment,0,1
1202,4323,11/11/2021 11:29,R_2TS6oaylewpIgRi,1,1,0|1|2|3|4|5|9999,10,9,0,0,,ControlText,religion|imm|leaver,0,0,0,Supports LGBT+ education,369,618e082bada2caf180034c02,54,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£10,000 - Â£19,999",N/A,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Cons,1,White,Married,Christian,0,0,45-54,6.081356,0,2,Pro-Immigration+Control,0,1
998,149,11/11/2021 11:29,R_2ValXcI4OsTJju2,1,1,0|1|2|3|4|5|9999,2,3,1,6,,ControlText,imm|religion|leaver,0,0,6,Opposes LGBT+ education,370,618e08aba1f724e2222606b1,47,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Female,Graduate degree (MA/MSc/MPhil/other),2,United Kingdom,"Â£10,000 - Â£19,999",Centre,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Liberal Democrats,I was eligible but did not vote,Woman,Heterosexual,0,Centre,Graduate degree (MA/MSc/MPhil/other),1,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,1,White,Single,Non-religious,0,0,45-54,6.081356,1,0,Anti-Immigration+Control,0,0
240,63,11/11/2021 11:29,R_3QE72meqOGurE05,1,2,0|1|2|3|4|5|9999,10,10,0,,3,Treatment,imm|religion|leaver,1,0,3,Supports LGBT+ education,371,618e08aa205d65c33edc2579,24,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,No formal qualifications,4,United Kingdom,"Â£10,000 - Â£19,999",N/A,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,bisexual,Labour Party,I was not eligible to vote,Woman,Not heterosexual,0,Prefer not to say,No formal qualifications,0,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Labour,1,White,Relationship,Non-religious,0,0,18-24,6.081356,0,2,Pro-immigration+Treatment,0,1
870,122,11/11/2021 11:29,R_dcYOHYHTGAz8VFL,1,0,0|1|2|3|4|5|9999,7,9,0,,0,Treatment,leaver|imm|religion,1,0,0,Supports LGBT+ education,372,618e08ad70d7c194fa2ede7a,53,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,White,Female,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Less than Â£10,000 ",Centre,In a relationship,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Labour,0,White,Relationship,Christian,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,1
1002,150,11/11/2021 11:30,R_3kpmgMI8YFPQUOd,1,0,5|4|3|2|1|0|9999,7,8,9999,,0,Treatment,imm|leaver|religion,1,0,0,Supports LGBT+ education,374,618e08e7e8239e44472fc01f,37,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Less than Â£10,000 ",N/A,Engaged,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Labour Party,Leave,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Labour,0,White,Engaged,Non-religious,0,0,35-44,6.081356,0,2,Pro-immigration+Treatment,0,1
353,73,11/11/2021 11:30,R_42RG1FlL9FmEZ33,1,0,5|4|3|2|1|0|9999,5,6,0,4,,ControlText,leaver|religion|imm,0,0,4,Supports LGBT+ education,375,618e0934205d65c33edc257f,39,United Kingdom,United Kingdom,Scotland,Part-Time,White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,Rather not say,N/A,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,Scotland,Cons,1.6435921,White,Married,Non-religious,0,0,35-44,6.081356,1,1,Anti-Immigration+Control,0,1
736,107,11/11/2021 11:30,R_2tumvm2feY3BDy9,1,1,5|4|3|2|1|0|9999,2,2,0,5,,ControlText,religion|imm|leaver,0,0,5,Opposes LGBT+ education,376,618e08e8596bfabb401be969,32,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,Mixed,Female,Secondary education (e.g. GED/GCSE),4,United Kingdom,Rather not say,N/A,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,I did not vote,I was eligible but did not vote,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Prefer not to say,1.6435921,Mixed,Relationship,Non-religious,0,1,25-34,6.081356,1,0,Anti-Immigration+Control,0,0
414,77,11/11/2021 11:31,R_2uKfjiihJYgjC9A,1,1,5|4|3|2|1|0|9999,7,7,1,,8,Treatment,imm|leaver|religion,1,0,8,Opposes LGBT+ education,377,618e096450fc621f1aaca7a7,50,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Female,High school diploma/A-levels,4,United Kingdom,"Â£20,000 - Â£29,999",Right,Divorced,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Right,High school diploma/A-levels,0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,2,White,Divorced,Christian,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,0
830,117,11/11/2021 11:31,R_erLtwLY5o794vbX,1,0,0|1|2|3|4|5|9999,3,4,9999,3,,ControlText,imm|leaver|religion,0,0,3,Supports LGBT+ education,378,618e07fac52f02bf9fa9a1a1,68,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),3,United Kingdom,"Â£10,000 - Â£19,999",Right,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Cons,1,White,Married,Non-religious,0,0,65+,6.081356,1,0,Anti-Immigration+Control,0,1
570,91,11/11/2021 11:32,R_UPTGTTqOajfonAd,1,1,5|4|3|2|1|0|9999,9,9,0,3,,ControlText,imm|leaver|religion,0,0,3,Supports LGBT+ education,379,618e091b1b4f0a55c5dcce23,58,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£10,000 - Â£19,999",Centre,Divorced,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Independent,Leave,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Other,1,White,Divorced,Non-religious,0,0,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
508,85,11/11/2021 11:32,R_2s48Hk2XqlYL0UV,1,0,0|1|2|3|4|5|9999,3,3,0,0,,ControlText,leaver|imm|religion,0,0,0,Supports LGBT+ education,380,618e097cdec1f654385768af,55,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Part-Time,White,Female,Undergraduate degree (BA/BSc/other),4,United Kingdom,"Â£10,000 - Â£19,999",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Labour,1,White,Married,Christian,0,0,55-64,6.081356,1,0,Anti-Immigration+Control,0,1
609,95,11/11/2021 11:33,R_zU2NOEM68dX52et,1,0,5|4|3|2|1|0|9999,9,7,0,,4,Treatment,imm|leaver|religion,1,0,4,Supports LGBT+ education,381,618e093cee2d20baf70d353b,48,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Graduate degree (MA/MSc/MPhil/other),2,United Kingdom,"Â£10,000 - Â£19,999",Left,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Liberal Democrats,Remain,Woman,Heterosexual,0,Left,Graduate degree (MA/MSc/MPhil/other),1,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,1,White,Relationship,Non-religious,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,1
1148,223,11/11/2021 11:33,R_1illdU7nalACnpa,1,0,5|4|3|2|1|0|9999,10,10,0,,0,Treatment,imm|leaver|religion,1,0,0,Supports LGBT+ education,382,618e096dd893c528ca46e198,52,United Kingdom,United Kingdom,Wales,Other,White,Female,Undergraduate degree (BA/BSc/other),3,United Kingdom,"Â£20,000 - Â£29,999",Left,Married,Paganism,Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,Wales,Labour,2,White,Married,Other,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,1
303,69,11/11/2021 11:34,R_1FtEFRRQ1VMTveo,1,5,0|1|2|3|4|5|9999,10,10,9999,,10,Treatment,imm|religion|leaver,1,0,10,Opposes LGBT+ education,383,618e094b0593f6d30b20a6fe,49,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,White,Female,Graduate degree (MA/MSc/MPhil/other),1,United Kingdom,"Â£40,000 - Â£49,999",Left,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Labour Party,Leave,Woman,Heterosexual,0,Left,Graduate degree (MA/MSc/MPhil/other),1,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Labour,4,White,Relationship,Non-religious,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,0
98,49,11/11/2021 11:35,R_cUDKSxDyVv8ILpD,1,3,5|4|3|2|1|0|9999,5,4,1,6,,ControlText,leaver|imm|religion,0,0,6,Opposes LGBT+ education,384,618e09a5fc1421655bea2457,46,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,White,Female,Undergraduate degree (BA/BSc/other),1,United Kingdom,"Â£20,000 - Â£29,999",Left,In a relationship,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Liberal Democrats,Remain,Woman,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,2,White,Relationship,Christian,1,0,45-54,6.081356,1,1,Anti-Immigration+Control,0,0
617,95,11/11/2021 11:35,R_1fl2QklXHwJSMSZ,1,0,5|4|3|2|1|0|9999,7,5,1,,3,Treatment,leaver|imm|religion,1,0,3,Supports LGBT+ education,385,618e09a2fc1421655bea2455,48,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,White,Female,High school diploma/A-levels,4,United Kingdom,"Â£20,000 - Â£29,999",Centre,Divorced,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Centre,High school diploma/A-levels,0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Labour,2,White,Divorced,Non-religious,0,0,45-54,6.081356,0,2,Pro-immigration+Treatment,0,1
694,103,11/11/2021 11:37,R_1hFsWFadsOKk4zk,1,0,0|1|2|3|4|5|9999,4,4,1,,3,Treatment,religion|imm|leaver,1,0,3,Supports LGBT+ education,386,618e09d6e612c93985614885,69,United Kingdom,United Kingdom,"London, England ",Part-Time,White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,Rather not say,Centre,Married,Judaism,Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"London, England ",Cons,1.6435921,White,Married,Other,0,0,65+,6.081356,1,1,Anti-immigration+Treatment,0,1
944,135,11/11/2021 11:37,R_1jEa4CcfGb5KPAq,1,1,0|1|2|3|4|5|9999,7,3,1,2,,ControlText,imm|leaver|religion,0,0,2,Supports LGBT+ education,387,618e09c8e270bbeebd0b43c1,56,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,White,Female,High school diploma/A-levels,2,United Kingdom,Rather not say,Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,I did not vote,Rather not say,Woman,Heterosexual,0,Centre,High school diploma/A-levels,0,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Prefer not to say,1.6435921,White,Married,Non-religious,0,0,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
951,136,11/11/2021 11:37,R_24C70ZuKPlYlTBJ,1,4,0|1|2|3|4|5|9999,8,8,0,,0,Treatment,leaver|religion|imm,1,0,0,Supports LGBT+ education,388,618e0a20cfdbeaede597fc50,62,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),3,United Kingdom,"Less than Â£10,000 ",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Labour,0,White,Married,Christian,0,0,55-64,6.081356,0,2,Pro-immigration+Treatment,0,1
